danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Song,Artist
0.594,0.5,5,-5.586,0,0.0255,0.076,9.86e-05,0.184,0.537,104.996,audio_features,3ZP18us6p6LHOZMG1LLUjF,spotify:track:3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/tracks/3ZP18us6p6LHOZMG1LLUjF,https://api.spotify.com/v1/audio-analysis/3ZP18us6p6LHOZMG1LLUjF,241093,4,How Deep Is Your Love,Bee Gees
0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,audio_features,3taCbWWTilb7eNMsAzOBq4,spotify:track:3taCbWWTilb7eNMsAzOBq4,https://api.spotify.com/v1/tracks/3taCbWWTilb7eNMsAzOBq4,https://api.spotify.com/v1/audio-analysis/3taCbWWTilb7eNMsAzOBq4,214574,4,Radio,Lana Del Rey
0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,audio_features,273uCXd7NPrInaiNqtkOrA,spotify:track:273uCXd7NPrInaiNqtkOrA,https://api.spotify.com/v1/tracks/273uCXd7NPrInaiNqtkOrA,https://api.spotify.com/v1/audio-analysis/273uCXd7NPrInaiNqtkOrA,378947,4,Tarzan Boy,Baltimora
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,0GONea6G2XdnHWjNZd6zt3,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4,Summer Of '69,Bryan Adams
0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-06,0.147,0.154,108.115,audio_features,6IfPyMb0Sxptpx6jBUATOS,spotify:track:6IfPyMb0Sxptpx6jBUATOS,https://api.spotify.com/v1/tracks/6IfPyMb0Sxptpx6jBUATOS,https://api.spotify.com/v1/audio-analysis/6IfPyMb0Sxptpx6jBUATOS,271480,1,Old Money,Lana Del Rey
0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,audio_features,0qemIQjSxcKyf42VPfZnfa,spotify:track:0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/tracks/0qemIQjSxcKyf42VPfZnfa,https://api.spotify.com/v1/audio-analysis/0qemIQjSxcKyf42VPfZnfa,212800,4,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees
0.413,0.39,4,-12.557,0,0.0346,0.32,0.000238,0.0918,0.35,143.861,audio_features,1qr9bymNcBLy71PnO15jWi,spotify:track:1qr9bymNcBLy71PnO15jWi,https://api.spotify.com/v1/tracks/1qr9bymNcBLy71PnO15jWi,https://api.spotify.com/v1/audio-analysis/1qr9bymNcBLy71PnO15jWi,247187,4,Face It Alone,Queen
0.443,0.226,2,-12.507,0,0.0359,0.939,0.0201,0.14,0.196,79.142,audio_features,6ERZ30cRjVWGtVLhczX9aL,spotify:track:6ERZ30cRjVWGtVLhczX9aL,https://api.spotify.com/v1/tracks/6ERZ30cRjVWGtVLhczX9aL,https://api.spotify.com/v1/audio-analysis/6ERZ30cRjVWGtVLhczX9aL,300361,3,The greatest,Lana Del Rey
0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,audio_features,4LFwNJWoj74Yd71fIr1W8x,spotify:track:4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/tracks/4LFwNJWoj74Yd71fIr1W8x,https://api.spotify.com/v1/audio-analysis/4LFwNJWoj74Yd71fIr1W8x,264333,4,Right Here Waiting,Richard Marx
0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,audio_features,2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/tracks/2JoZzpdeP2G6Csfdq5aLXP,https://api.spotify.com/v1/audio-analysis/2JoZzpdeP2G6Csfdq5aLXP,245200,4,How Deep Is Your Love,Bee Gees
0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4,Ain't No Mountain High Enough,Marvin Gaye
0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,audio_features,4VSg5K1hnbmIg4PwRdY6wV,spotify:track:4VSg5K1hnbmIg4PwRdY6wV,https://api.spotify.com/v1/tracks/4VSg5K1hnbmIg4PwRdY6wV,https://api.spotify.com/v1/audio-analysis/4VSg5K1hnbmIg4PwRdY6wV,342093,3,Shades Of Cool,Lana Del Rey
0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,audio_features,4y5bvROuBDPr5fuwXbIBZR,spotify:track:4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/tracks/4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR,222400,4,Paper Rings,Taylor Swift
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,audio_features,11MyiSGZSYSmhhqwGUTtAq,spotify:track:11MyiSGZSYSmhhqwGUTtAq,https://api.spotify.com/v1/tracks/11MyiSGZSYSmhhqwGUTtAq,https://api.spotify.com/v1/audio-analysis/11MyiSGZSYSmhhqwGUTtAq,317760,4,Sad Girl,Lana Del Rey
0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,audio_features,4bJygwUKrRgq1stlNXcgMg,spotify:track:4bJygwUKrRgq1stlNXcgMg,https://api.spotify.com/v1/tracks/4bJygwUKrRgq1stlNXcgMg,https://api.spotify.com/v1/audio-analysis/4bJygwUKrRgq1stlNXcgMg,214440,4,All The Things She Said,t.A.T.u.
0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,audio_features,6FfLg6FFqhCsrFOaHIGkg0,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/tracks/6FfLg6FFqhCsrFOaHIGkg0,https://api.spotify.com/v1/audio-analysis/6FfLg6FFqhCsrFOaHIGkg0,135581,4,Honeypie,JAWNY
0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4,I Knew You Were Trouble.,Taylor Swift
0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,audio_features,3oEkrIfXfSh9zGnE7eBzSV,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/tracks/3oEkrIfXfSh9zGnE7eBzSV,https://api.spotify.com/v1/audio-analysis/3oEkrIfXfSh9zGnE7eBzSV,294720,4,The Winner Takes It All,ABBA
0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,audio_features,762B4bOcXF7I2Y8UlKTyTy,spotify:track:762B4bOcXF7I2Y8UlKTyTy,https://api.spotify.com/v1/tracks/762B4bOcXF7I2Y8UlKTyTy,https://api.spotify.com/v1/audio-analysis/762B4bOcXF7I2Y8UlKTyTy,326320,4,Chiquitita,ABBA
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,audio_features,5Y6nVaayzitvsD5F7nr3DV,spotify:track:5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/tracks/5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/audio-analysis/5Y6nVaayzitvsD5F7nr3DV,256760,4,West Coast,Lana Del Rey
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4,U Can't Touch This,MC Hammer
0.636,0.405,8,-11.113,1,0.0287,0.355,0.0,0.0804,0.257,128.068,audio_features,17CPezzLWzvGfpZW6X8XT0,spotify:track:17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/tracks/17CPezzLWzvGfpZW6X8XT0,https://api.spotify.com/v1/audio-analysis/17CPezzLWzvGfpZW6X8XT0,241067,4,"Say You, Say Me",Lionel Richie
0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,audio_features,2TxCwUlqaOH3TIyJqGgR91,spotify:track:2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/tracks/2TxCwUlqaOH3TIyJqGgR91,https://api.spotify.com/v1/audio-analysis/2TxCwUlqaOH3TIyJqGgR91,213267,4,Mamma Mia,ABBA
0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,audio_features,6CKoWCWAqEVWVjpeoJXyNH,spotify:track:6CKoWCWAqEVWVjpeoJXyNH,https://api.spotify.com/v1/tracks/6CKoWCWAqEVWVjpeoJXyNH,https://api.spotify.com/v1/audio-analysis/6CKoWCWAqEVWVjpeoJXyNH,279227,4,Shape Of My Heart,Sting
0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,audio_features,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/audio-analysis/0TvQLMecTE8utzoNmvXRbK,211933,4,Bad Blood,Taylor Swift
0.555,0.46,9,-7.032,1,0.0277,0.497,0.0,0.103,0.146,67.027,audio_features,03EnOL1O9EKi9CFNmPyrCm,spotify:track:03EnOL1O9EKi9CFNmPyrCm,https://api.spotify.com/v1/tracks/03EnOL1O9EKi9CFNmPyrCm,https://api.spotify.com/v1/audio-analysis/03EnOL1O9EKi9CFNmPyrCm,355640,3,Please Forgive Me,Bryan Adams
0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4,Walking On Sunshine,Katrina & The Waves
0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,audio_features,1wb4P4F0sxAQ2KXrRvsx6n,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/tracks/1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/audio-analysis/1wb4P4F0sxAQ2KXrRvsx6n,212200,4,You're Still The One,Shania Twain
0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,audio_features,0VE4kBnHJUgtMf0dy6DRmW,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW,233627,4,Getaway Car,Taylor Swift
0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,audio_features,3K7Q9PHUWPTaknlbFPThn2,spotify:track:3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/tracks/3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/audio-analysis/3K7Q9PHUWPTaknlbFPThn2,298867,4,Celebration,Kool & The Gang
0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4,Flashing Lights,Kanye West
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587,4,Still D.R.E.,Dr. Dre
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,4Li2WHPkuyCdtmokzW2007,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333,4,Ni**as In Paris,JAY-Z
0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,audio_features,0Z2J91b2iTGLVTZC4fKgxf,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/tracks/0Z2J91b2iTGLVTZC4fKgxf,https://api.spotify.com/v1/audio-analysis/0Z2J91b2iTGLVTZC4fKgxf,312627,4,Hit 'Em Up - Single Version,2Pac
0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,2wGSgTmgSF3xjRrHkTc25R,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400,4,Hate It Or Love It,The Game
0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827,4,Hypnotize - 2014 Remaster,The Notorious B.I.G.
0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,audio_features,4nva9EpKntUTs6CRSGBCn9,spotify:track:4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/tracks/4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/audio-analysis/4nva9EpKntUTs6CRSGBCn9,237707,4,Just A Lil Bit,50 Cent
0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,Drop It Like It's Hot,Snoop Dogg
0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4,The Next Episode,Dr. Dre
0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,audio_features,5A6OHHy73AR5tLxgTc98zz,spotify:track:5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz,217667,4,Black and Yellow,Wiz Khalifa
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4,Stronger,Kanye West
0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,audio_features,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,228240,4,Hot In Herre,Nelly
0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,audio_features,4PmMVdIFpJTB9WQbmILf4p,spotify:track:4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/tracks/4PmMVdIFpJTB9WQbmILf4p,https://api.spotify.com/v1/audio-analysis/4PmMVdIFpJTB9WQbmILf4p,235533,4,How We Do,The Game
0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,audio_features,5Tbpp3OLLClPJF8t1DmrFD,spotify:track:5Tbpp3OLLClPJF8t1DmrFD,https://api.spotify.com/v1/tracks/5Tbpp3OLLClPJF8t1DmrFD,https://api.spotify.com/v1/audio-analysis/5Tbpp3OLLClPJF8t1DmrFD,237573,4,"Nuthin' But A ""G"" Thang",Dr. Dre
0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,Let Me Blow Ya Mind,Eve
0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4,In Da Club,50 Cent
0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093,4,POWER,Kanye West
0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,audio_features,39QBkWKnap8wRSW4WB9OK0,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/tracks/39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/audio-analysis/39QBkWKnap8wRSW4WB9OK0,211867,4,Gin and Juice,Snoop Dogg
0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,audio_features,7nYvUtkQMx1v80S2FH2s9J,spotify:track:7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,248867,4,Regulate,Warren G
0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,audio_features,4INDiWSKvqSKDEu7mh8HFz,spotify:track:4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,https://api.spotify.com/v1/audio-analysis/4INDiWSKvqSKDEu7mh8HFz,257400,4,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.
0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,audio_features,4IYKjN1DrYzxKXt0umJqsG,spotify:track:4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,https://api.spotify.com/v1/audio-analysis/4IYKjN1DrYzxKXt0umJqsG,253533,4,I Got 5 On It,Luniz
0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,audio_features,7L93GESzq43UkKUt5FsOCq,spotify:track:7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/tracks/7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/audio-analysis/7L93GESzq43UkKUt5FsOCq,218547,4,Jump Around - 30 Years Remaster,House Of Pain
0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02,audio_features,5UsLjwBaTHBX4ektWIr4XX,spotify:track:5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/tracks/5UsLjwBaTHBX4ektWIr4XX,https://api.spotify.com/v1/audio-analysis/5UsLjwBaTHBX4ektWIr4XX,357707,5,Forever,Drake
0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,audio_features,6glsMWIMIxQ4BedzLqGVi4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/tracks/6glsMWIMIxQ4BedzLqGVi4,https://api.spotify.com/v1/audio-analysis/6glsMWIMIxQ4BedzLqGVi4,240027,3,"So Fresh, So Clean",Outkast
0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018,audio_features,69bHJ9qs5FrUJbKP8xU8uZ,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/tracks/69bHJ9qs5FrUJbKP8xU8uZ,https://api.spotify.com/v1/audio-analysis/69bHJ9qs5FrUJbKP8xU8uZ,214227,4,Disco Inferno,50 Cent
0.734,0.735,7,-6.201,1,0.065,0.000813,3.25e-05,0.559,0.729,96.806,audio_features,0eO8MW9YSTK3CjdaTYKlhF,spotify:track:0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/tracks/0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/audio-analysis/0eO8MW9YSTK3CjdaTYKlhF,246200,4,Who Am I (What’s My Name)?,Snoop Dogg
0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,audio_features,4qikXelSRKvoCqFcHLB2H2,spotify:track:4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2,329320,4,Mercy,Kanye West
0.754,0.631,7,-4.751,0,0.307,0.552,0.0,0.5,0.432,94.577,audio_features,6vegnfDS8DAEaCqWaPYGPy,spotify:track:6vegnfDS8DAEaCqWaPYGPy,https://api.spotify.com/v1/tracks/6vegnfDS8DAEaCqWaPYGPy,https://api.spotify.com/v1/audio-analysis/6vegnfDS8DAEaCqWaPYGPy,178213,4,Otis,JAY-Z
0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,audio_features,0LWkaEyQRkF0XAms8Bg1fC,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/tracks/0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/audio-analysis/0LWkaEyQRkF0XAms8Bg1fC,268867,4,Party Up,DMX
0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,audio_features,5PQmSHzWnlgG4EBuIqjac2,spotify:track:5PQmSHzWnlgG4EBuIqjac2,https://api.spotify.com/v1/tracks/5PQmSHzWnlgG4EBuIqjac2,https://api.spotify.com/v1/audio-analysis/5PQmSHzWnlgG4EBuIqjac2,282373,4,If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas
0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,audio_features,3wMUvT6eIw2L5cZFG1yH9j,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/tracks/3wMUvT6eIw2L5cZFG1yH9j,https://api.spotify.com/v1/audio-analysis/3wMUvT6eIw2L5cZFG1yH9j,287000,4,Country Grammar (Hot Shit),Nelly
0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,audio_features,5z7mYFfhw6N6f23VwrokJD,spotify:track:5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/tracks/5z7mYFfhw6N6f23VwrokJD,https://api.spotify.com/v1/audio-analysis/5z7mYFfhw6N6f23VwrokJD,234000,4,The Way You Move (feat. Sleepy Brown),Outkast
0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,audio_features,7gKgd0P3dAAePiSQQBqrlf,spotify:track:7gKgd0P3dAAePiSQQBqrlf,https://api.spotify.com/v1/tracks/7gKgd0P3dAAePiSQQBqrlf,https://api.spotify.com/v1/audio-analysis/7gKgd0P3dAAePiSQQBqrlf,231240,4,Break Ya Neck,Busta Rhymes
0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4,Get Ur Freak On,Missy Elliott
0.35,0.845,7,-5.614,1,0.2,0.0107,0.0,0.123,0.45,99.643,audio_features,6BdgtqiV3oXNqBikezwdvC,spotify:track:6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/tracks/6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC,233560,5,Over,Drake
0.502,0.652,9,-7.224,1,0.3,0.0848,0.0,0.0675,0.648,136.08,audio_features,3hQCHzkE5oSA3F1xM8bpcM,spotify:track:3hQCHzkE5oSA3F1xM8bpcM,https://api.spotify.com/v1/tracks/3hQCHzkE5oSA3F1xM8bpcM,https://api.spotify.com/v1/audio-analysis/3hQCHzkE5oSA3F1xM8bpcM,254093,4,Hustlin',Rick Ross
0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,audio_features,5g1vtHqi9uV7xtYeCcFOBx,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/tracks/5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/audio-analysis/5g1vtHqi9uV7xtYeCcFOBx,193733,4,Jesus Walks,Kanye West
0.88,0.814,11,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,audio_features,7m97yKVzPpXV9Z4ezEziOD,spotify:track:7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/audio-analysis/7m97yKVzPpXV9Z4ezEziOD,283067,4,Big Pimpin',JAY-Z
0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,audio_features,4MeDnO5yA2Zi6IMlVApRci,spotify:track:4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci,235187,4,Freek-A-Leek,Petey Pablo
